row_id,사업명,출처,지원성격,지원방식,지원단위,기업당지원한도,기업당액_산출,지원기업수,지원비율,사업기간,기간_근거,수치축_개수,비교군_percentile,극단축_개수,상식범위밖,층_품질,층_축수,층_비교군,원문발췌,라벨,라벨근거,라벨러
PBLN_000000000077818,2022년 클라우드 기반 R&D 서비스(SaaS) 전환 지원 사업참여기업 모집 공고,bizinfo,연구개발,grant,company,5000.0만원,budget_div_count,1.0,,,,2,"지원 기업/과제 수 P0(n=140,성격x방식x단위) / 기업(과제)당 지원한도 P75(n=34,성격x방식x단위x출처)",1,False,B_파생,축2,연구개발 · grant · company,2022년 클라우드 기반 R&D 서비스(SaaS) 전환 지원 사업참여기업 모집 공고,,,
PBLN_000000000061478,2021년 중장년 기술창업센터 주관기관 모집 공고,bizinfo,사업화,grant,,8800.0만원,budget_div_count,8.0,,,,2,비교군 부족,0,False,B_파생,축2,사업화 · grant · 단위미상,2021년 중장년 기술창업센터 주관기관 모집 공고,,,
EXCEL2023_0403,2022년 재제조기업 맞춤형 레벨업,taxonomy,컨설팅,grant,company,2000.0만원,stated_cap,35.0,90.0,,no_duration_evidence,3,"지원비율 P90(n=58,성격x방식x출처) / 지원 기업/과제 수 P54(n=37,성격x방식x단위x출처) / 기업(과제)당 지원한도 P50(n=80,성격x방식x단위x출처)",1,False,A_직접기재,축3,컨설팅 · grant · company,"[컨설팅] 35개사 / [공정개선] 10개사, 20백만원 이내, 자부담 10% ⑤ 설명: [재제조] 사용 후 제품을 원래 성능으로 복원·생산하는 산업으로서 탄소절감 효과가 큰(신품대비 약 50~90%) 탄소중립 핵심산업",,,
PBLN_000000000097317,[부산] 2024년 해양수산산업 창업ㆍ투자지원사업 유통망 입점지원 프로그램 모집 공고,bizinfo,판로,grant,company,600.0만원,stated_cap,6.0,,,,2,"기업(과제)당 지원한도 P77(n=113,성격x방식x단위x출처) / 지원 기업/과제 수 P36(n=75,성격x방식x단위x출처)",0,False,A_직접기재,축2,판로 · grant · company,[부산] 2024년 해양수산산업 창업ㆍ투자지원사업 유통망 입점지원 프로그램 모집 공고,,,
PBLN_000000000044213,[전북] 4차 기업부설연구소 설립 지원사업 공고(전략산업 기업부설연구소 활성화 지원사업),bizinfo,컨설팅,grant,company,100.0만원,stated_cap,4.0,,,,2,"기업(과제)당 지원한도 P10(n=69,성격x방식x단위x출처) / 지원 기업/과제 수 P38(n=39,성격x방식x단위x출처)",1,False,A_직접기재,축2,컨설팅 · grant · company,[전북] 4차 기업부설연구소 설립 지원사업 공고(전략산업 기업부설연구소 활성화 지원사업),,,
PBLN_000000000099896,[충남] 아산시 2024년 2차 떡 가공공장 시설보수사업 지원계획 공고,bizinfo,설비,grant,,2000.0만원,budget_div_count,1.0,,,,2,비교군 부족,0,False,B_파생,축2,설비 · grant · 단위미상,[충남] 아산시 2024년 2차 떡 가공공장 시설보수사업 지원계획 공고,,,
PBLN_000000000103975,2025년 해양블루테크 미래리더 양성 프로젝트 신규과제 선정계획 공고,bizinfo,연구개발,grant,project,100.0억원,stated_cap,1.0,,,,2,"기업(과제)당 지원한도 P100(n=41,성격x방식x단위) / 지원 기업/과제 수 P0(n=43,성격x방식x단위)",2,True,C_의심,축2,연구개발 · grant · project,2025년 해양블루테크 미래리더 양성 프로젝트 신규과제 선정계획 공고,,,
EXCEL2023_0324,2022년 글로벌 액셀러레이팅 프로그램(론치패드),taxonomy,창업보육,grant,company,1000.0만원,stated_cap,23.0,,,no_duration_evidence,2,"기업(과제)당 지원한도 P26(n=1726,단위) / 지원 기업/과제 수 P63(n=1321,단위)",0,False,A_직접기재,축2,기타성격 · grant · company,"23개사, 사업화자금 10백만원 ⑤ 설명: 북미(마인드브릿지), 유럽(더베이커리), 중동(아스트로랩스)가 운영하는 해외액셀러레이팅 프로그램 참가",,,
EXCEL2022_0523,2022년 글로벌SaaS육성프로젝트(GSIP) 사업,taxonomy,사업화,grant,project,4.3억원,stated_cap,12.0,80.0,,no_duration_evidence,3,"기업(과제)당 지원한도 P90(n=80,성격x방식x단위) / 지원 기업/과제 수 P78(n=53,성격x방식x단위) / 지원비율 P50(n=267,성격x방식x출처)",0,False,A_직접기재,축3,사업화 · grant · project,"12개 과제, 433백만원 이내, 자부담 20% ⑤ 설명: [SaaS, Software as a Service] 클라우드 서비스로 이용하는 소프트웨어로서, 온라인 환경에서 실시간 데이터전송을 통해 소프트웨어를 사용할 수 있는 클라우드 서비스",,,
EXCEL2022_0376,2022년 샘플통관 운송비 지원,taxonomy,수출통관,grant,company,500.0만원,stated_cap,,80.0,,no_duration_evidence,2,"기업(과제)당 지원한도 P16(n=1726,단위) / 지원비율 P75(n=957,전체)",0,False,A_직접기재,축2,기타성격 · grant · company,"5백만원, 자부담 20%",,,
EXCEL2022_0417,2022년 해운·물류기업 해외진출 타당성조사 지원,taxonomy,해외수주·실증,grant,company,5000.0만원,stated_cap,,50.0,,no_duration_evidence,2,"지원비율 P10(n=957,전체) / 기업(과제)당 지원한도 P50(n=1726,단위)",1,False,A_직접기재,축2,기타성격 · grant · company,"[일반진출형] 50백만원, 자부담 50% / [인수합병·시설투자형] 80, 50%",,,
PBLN_000000000077493,인천스타트업파크ㆍ인천도시공사 Smart-X City 시민참여 리빙랩 과제 참여기업 추가모집 공고,bizinfo,사업화,grant,company,5000.0만원,stated_cap,11.0,,,,2,"기업(과제)당 지원한도 P77(n=286,성격x방식x단위x출처) / 지원 기업/과제 수 P68(n=220,성격x방식x단위x출처)",0,False,A_직접기재,축2,사업화 · grant · company,인천스타트업파크ㆍ인천도시공사 Smart-X City 시민참여 리빙랩 과제 참여기업 추가모집 공고,,,
EXCEL2023_0718,2023년 중소기업기술혁신개발사업(소부장전략),taxonomy,연구개발,grant,project,3.0억원,stated_cap,75.0,80.0,2.0,hint_only,4,"지원비율 P90(n=139,성격x방식x출처) / 지원 기업/과제 수 P89(n=43,성격x방식x단위) / 기업(과제)당 지원한도 P32(n=41,성격x방식x단위) / 사업기간 P50(n=126,성격x방식x출처)",1,False,A_직접기재,축4,연구개발 · grant · project,"75개 과제, 2년간 연 300백만원, 자부담 20% ⑤ 설명: [소부장 9대 전략 분야] ① 기계금속, ② 그린에너지, ③ 자동차, ④ 디스플레이, ⑤ 반도체, ⑥ 전기전자, ⑦ 바이오, ⑧ 미래소재, ⑨ 비대면 디지털",,,
PBLN_000000000050782,2020년 기상기후산업 종합수출 지원사업 참여기업 모집 공고,bizinfo,사업화,grant,company,700.0만원,budget_div_count,10.0,,,,2,"기업(과제)당 지원한도 P35(n=286,성격x방식x단위x출처) / 지원 기업/과제 수 P64(n=220,성격x방식x단위x출처)",0,False,B_파생,축2,사업화 · grant · company,2020년 기상기후산업 종합수출 지원사업 참여기업 모집 공고,,,
EXCEL2023_0519,2023년 중소기업 스마트제조혁신 지원(공급망연계형 스마트공장),taxonomy,설비,grant,company,2.0억원,stated_cap,,50.0,,no_duration_evidence,2,"지원비율 P25(n=57,성격x방식x출처) / 기업(과제)당 지원한도 P56(n=57,성격x방식x단위x출처)",0,False,A_직접기재,축2,설비 · grant · company,"[고도화1, 동일수준] 50백만원, 자부담 50% / [고도화1] 200백만원, 자부담 50% ⑤ 설명: 제품 개발·생산, 원재료 관리, 유통·물류 관리, 주문·판매·서비스 관리, 에너지 관리 등의 클러스터 컨소시엄 기업간 연계 및 공동 활용 가능한 스마트시스템 구축 지원",,,
EXCEL2023_0873,2023년 중소환경기업 사업화 지원,taxonomy,사업화,grant,company,3.0억원,stated_cap,115.0,70.0,,no_duration_evidence,3,"지원 기업/과제 수 P100(n=258,성격x방식x단위x출처) / 기업(과제)당 지원한도 P75(n=316,성격x방식x단위x출처) / 지원비율 P25(n=267,성격x방식x출처)",1,False,A_직접기재,축3,사업화 · grant · company,"115개(일반형 105, 녹색신산업 10), 300백만원(지원항목별 2~3개 선택), 자부담 30% ⑤ 설명: 선정기업은 정부지원금 대비 4.15배 이상 매출목표 달성 및 신규고용 필요",,,
